STUDENT_ID,DET_Region,METRO/NON-METRO,EDUCATION SECTOR,LOCAL GOVERNMENT AREA,SEX,STUDY STRAND,SES_QUARTILE,SES quartile (student residence),Country_of_birth,LOTE SPOKEN AT HOME,DESTINATION,DESTINATION (including deferrals)
26759,South-Eastern Victoria,Metropolitan,Catholic,Mornington Peninsula,M,VCE non-VET,High,Highest,Australia,No,Employed,Employed
26760,South-Eastern Victoria,Metropolitan,Catholic,Mornington Peninsula,M,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26761,North-Eastern Victoria,Metropolitan,Government,Knox,M,VCAL Only,High,Highest,Australia,No,Employed,Employed
26762,North-Eastern Victoria,Metropolitan,Government,Knox,M,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26763,North-Eastern Victoria,Metropolitan,Government,Knox,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26764,North-Western Victoria,Metropolitan,Government,Yarra,M,VCE VET,High,Highest,Australia,No,Employed,Employed
26765,South-Western Victoria,Metropolitan,Government,Melton,M,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26766,North-Eastern Victoria,Metropolitan,Government,Whitehorse,F,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26767,North-Eastern Victoria,Metropolitan,Government,Maroondah,M,VCE non-VET,Medium,Upper-middle,Australia,Yes,Employed,Employed
26768,North-Eastern Victoria,Metropolitan,Government,Maroondah,F,VCE non-VET,High,Highest,Australia,No,Employed,Employed
26769,North-Eastern Victoria,Metropolitan,Government,Maroondah,F,VCE non-VET,High,Highest,Australia,No,Employed,Employed
26770,North-Eastern Victoria,Metropolitan,Government,Maroondah,F,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26771,North-Eastern Victoria,Metropolitan,Government,Maroondah,F,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26772,North-Eastern Victoria,Metropolitan,Government,Maroondah,M,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26773,North-Eastern Victoria,Metropolitan,Government,Maroondah,F,VCE non-VET,High,Highest,Australia,No,Employed,Employed
26774,North-Eastern Victoria,Metropolitan,Government,Maroondah,F,VCE non-VET,High,Highest,Australia,No,Employed,Employed
26775,North-Eastern Victoria,Metropolitan,Government,Maroondah,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26776,North-Eastern Victoria,Metropolitan,Government,Maroondah,M,VCE non-VET,High,Highest,Australia,No,Employed,Employed
26777,North-Eastern Victoria,Metropolitan,Government,Maroondah,M,VCE VET,High,Highest,Australia,No,Employed,Employed
26778,North-Eastern Victoria,Metropolitan,Government,Maroondah,F,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26779,North-Eastern Victoria,Metropolitan,Government,Maroondah,M,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26780,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26781,South-Western Victoria,Metropolitan,Government,Wyndham,F,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26782,South-Western Victoria,Metropolitan,Catholic,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Employed,Employed
26783,South-Western Victoria,Non-Metropolitan,Catholic,Corangamite,F,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26784,North-Western Victoria,Non-Metropolitan,Government,Mildura,F,VCE VET,Medium,Upper-middle,Australia,No,Employed,Employed
26785,North-Eastern Victoria,Metropolitan,Government,Yarra Ranges,F,VCAL Only,High,Highest,Australia,No,Employed,Employed
26786,North-Eastern Victoria,Metropolitan,Government,Yarra Ranges,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26787,North-Eastern Victoria,Metropolitan,Government,Yarra Ranges,M,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26788,North-Eastern Victoria,Metropolitan,Government,Knox,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26789,North-Eastern Victoria,Metropolitan,Government,Knox,M,VCE VET,Medium,Upper-middle,Australia,No,Employed,Employed
26790,North-Eastern Victoria,Metropolitan,Government,Knox,F,VCAL Only,High,Highest,Australia,No,Employed,Employed
26791,South-Eastern Victoria,Metropolitan,Government,Port Phillip,M,VCE VET,High,Highest,Australia,No,Employed,Employed
26792,North-Eastern Victoria,Metropolitan,Government,Knox,F,VCE VET,Medium,Upper-middle,Australia,No,Employed,Employed
26793,North-Eastern Victoria,Metropolitan,Government,Knox,F,VCE VET,Medium,Upper-middle,Australia,No,Employed,Employed
26794,North-Eastern Victoria,Metropolitan,Government,Knox,M,VCAL Only,High,Highest,Australia,No,Employed,Employed
26795,North-Eastern Victoria,Metropolitan,Adult,Knox,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26796,South-Western Victoria,Non-Metropolitan,Government,Hepburn,F,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26797,North-Eastern Victoria,Non-Metropolitan,Government,Greater Shepparton,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26798,North-Eastern Victoria,Non-Metropolitan,Catholic,Wangaratta,F,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26799,South-Eastern Victoria,Metropolitan,Catholic,Bayside,F,VCAL Only,High,Highest,Australia,No,Employed,Employed
26800,North-Eastern Victoria,Metropolitan,Government,Knox,F,VCE VET,Medium,Upper-middle,Australia,No,Employed,Employed
26801,North-Eastern Victoria,Metropolitan,Government,Knox,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26802,North-Eastern Victoria,Metropolitan,Government,Knox,F,VCE VET,Medium,Upper-middle,Australia,No,Employed,Employed
26803,North-Eastern Victoria,Metropolitan,Government,Yarra Ranges,F,VCE non-VET,High,Highest,Australia,No,Employed,Employed
26804,North-Eastern Victoria,Metropolitan,Government,Yarra Ranges,M,VCE VET,High,Highest,Australia,No,Employed,Employed
26805,North-Eastern Victoria,Metropolitan,Government,Yarra Ranges,F,VCE non-VET,High,Highest,Australia,No,Employed,Employed
26806,North-Eastern Victoria,Non-Metropolitan,Government,Greater Shepparton,M,VCE VET,Lowest,Lowest,Australia,No,Employed,Employed
26807,North-Eastern Victoria,Metropolitan,Government,Knox,F,VCE VET,Medium,Upper-middle,Australia,No,Employed,Employed
26808,North-Eastern Victoria,Metropolitan,Government,Knox,F,VCE VET,Medium,Upper-middle,Australia,No,Employed,Employed
26809,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,High,Highest,Australia,No,Employed,Employed
26810,North-Eastern Victoria,Metropolitan,Government,Knox,M,VCE non-VET,Medium,Upper-middle,Australia,Yes,Employed,Employed
26811,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,Lowest,Lowest,Australia,Yes,Employed,Employed
26812,South-Eastern Victoria,Metropolitan,Government,Mornington Peninsula,M,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26813,North-Eastern Victoria,Metropolitan,Government,Knox,F,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26814,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26815,South-Western Victoria,Metropolitan,Government,Wyndham,F,VCE non-VET,Low - Medium,Lower-middle,Australia,Yes,Employed,Employed
26816,South-Western Victoria,Metropolitan,Government,Wyndham,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26817,South-Western Victoria,Metropolitan,Government,Wyndham,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26818,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26819,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26820,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26821,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26822,South-Western Victoria,Metropolitan,Government,Melton,F,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26823,South-Western Victoria,Metropolitan,Government,Melton,F,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26824,South-Western Victoria,Metropolitan,Government,Wyndham,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26825,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCAL Only,High,Highest,Australia,No,Employed,Employed
26826,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26827,South-Western Victoria,Metropolitan,Government,Wyndham,F,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26828,North-Western Victoria,Metropolitan,Government,Yarra,F,VCE VET,Medium,Upper-middle,Australia,No,Employed,Employed
26829,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26830,North-Western Victoria,Metropolitan,Government,Yarra,F,VCE non-VET,High,Highest,Australia,No,Employed,Employed
26831,North-Western Victoria,Metropolitan,Catholic,Yarra,F,VCE VET,Medium,Upper-middle,Australia,No,Employed,Employed
26832,South-Western Victoria,Non-Metropolitan,Adult,Ballarat,F,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26833,North-Western Victoria,Non-Metropolitan,Government,Greater Bendigo,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26834,North-Eastern Victoria,Metropolitan,Catholic,Boroondara,M,VCE non-VET,High,Highest,Australia,No,Employed,Employed
26835,North-Eastern Victoria,Metropolitan,Catholic,Boroondara,M,VCE VET,High,Highest,Australia,No,Employed,Employed
26836,North-Eastern Victoria,Metropolitan,Government,Maroondah,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26837,South-Western Victoria,Non-Metropolitan,Government,Greater Geelong,M,VCAL Only,High,Highest,Australia,No,Employed,Employed
26838,North-Eastern Victoria,Non-Metropolitan,Government,Greater Shepparton,M,VCE VET,Lowest,Lowest,Australia,No,Employed,Employed
26839,North-Eastern Victoria,Non-Metropolitan,Government,Greater Shepparton,M,VCE VET,Lowest,Lowest,Australia,No,Employed,Employed
26840,North-Western Victoria,Metropolitan,Government,Banyule,M,VCAL Only,High,Highest,Australia,Yes,Employed,Employed
26841,North-Western Victoria,Non-Metropolitan,Catholic,Campaspe,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26842,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26843,North-Western Victoria,Metropolitan,Government,Banyule,M,VCAL Only,High,Highest,Australia,No,Employed,Employed
26844,North-Western Victoria,Metropolitan,Government,Banyule,M,VCAL Only,High,Highest,Australia,No,Employed,Employed
26845,South-Eastern Victoria,Metropolitan,Government,Frankston,F,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26846,South-Western Victoria,Metropolitan,Government,Maribyrnong,M,VCAL Only,Lowest,Lowest,Australia,Yes,Employed,Employed
26847,North-Western Victoria,Metropolitan,Government,Yarra,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26848,South-Eastern Victoria,Non-Metropolitan,Government,East Gippsland,F,VCE VET,Lowest,Lowest,Australia,No,Employed,Employed
26849,North-Western Victoria,Metropolitan,Government,Hume,M,VCE VET,Medium,Upper-middle,Australia,No,Employed,Employed
26850,North-Eastern Victoria,Metropolitan,Government,Knox,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26851,North-Eastern Victoria,Non-Metropolitan,Government,Mansfield,M,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26852,North-Eastern Victoria,Non-Metropolitan,Government,Mansfield,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26853,North-Eastern Victoria,Non-Metropolitan,Government,Mansfield,M,VCE non-VET,Unknown,Unknown,Australia,No,Employed,Employed
26854,North-Eastern Victoria,Non-Metropolitan,Government,Mansfield,F,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26855,North-Eastern Victoria,Non-Metropolitan,Government,Mansfield,M,VCE non-VET,Unknown,Unknown,Australia,No,Employed,Employed
26856,North-Western Victoria,Metropolitan,Government,Hume,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26857,North-Western Victoria,Metropolitan,Government,Hume,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26858,North-Western Victoria,Metropolitan,Government,Hume,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26859,North-Western Victoria,Metropolitan,Government,Hume,F,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26860,North-Western Victoria,Metropolitan,Government,Hume,M,VCE non-VET,Lowest,Lowest,Australia,Yes,Employed,Employed
26861,North-Western Victoria,Metropolitan,Government,Hume,F,VCE non-VET,Lowest,Lowest,Australia,Yes,Employed,Employed
26862,North-Western Victoria,Metropolitan,Government,Hume,M,VCAL Only,Lowest,Lowest,Australia,Yes,Employed,Employed
26863,North-Western Victoria,Metropolitan,Government,Hume,F,VCE non-VET,Lowest,Lowest,Australia,Yes,Employed,Employed
26864,North-Western Victoria,Metropolitan,Government,Darebin,F,VCE non-VET,High,Highest,Australia,No,Employed,Employed
26865,South-Eastern Victoria,Metropolitan,Adult,Greater Dandenong,F,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26866,North-Eastern Victoria,Metropolitan,Catholic,Monash,F,VCE non-VET,High,Highest,Australia,Yes,Employed,Employed
26867,North-Eastern Victoria,Non-Metropolitan,Government,Mansfield,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26868,South-Eastern Victoria,Metropolitan,Government,Kingston,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26869,North-Western Victoria,Non-Metropolitan,Government,Campaspe,F,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26870,South-Western Victoria,Metropolitan,Government,Brimbank,M,VCAL Only,Lowest,Lowest,Australia,Yes,Employed,Employed
26871,North-Western Victoria,Metropolitan,Government,Darebin,M,VCE non-VET,High,Highest,Australia,No,Employed,Employed
26872,North-Western Victoria,Metropolitan,Catholic,Whittlesea,F,VCAL Only,High,Highest,Australia,No,Employed,Employed
26873,South-Western Victoria,Non-Metropolitan,Government,Corangamite,M,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26874,South-Western Victoria,Non-Metropolitan,Government,Corangamite,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26875,South-Western Victoria,Non-Metropolitan,Government,Corangamite,F,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26876,South-Western Victoria,Non-Metropolitan,Government,Corangamite,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26877,South-Western Victoria,Non-Metropolitan,Government,Corangamite,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26878,South-Western Victoria,Non-Metropolitan,Government,Corangamite,M,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26879,South-Western Victoria,Metropolitan,Government,Brimbank,M,VCE VET,Lowest,Lowest,Australia,Yes,Employed,Employed
26880,North-Western Victoria,Metropolitan,Catholic,Whittlesea,M,VCAL Only,High,Highest,Australia,No,Employed,Employed
26881,North-Western Victoria,Metropolitan,Catholic,Whittlesea,F,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26882,North-Western Victoria,Non-Metropolitan,Government,Mildura,M,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26883,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26884,North-Western Victoria,Non-Metropolitan,Government,Mildura,M,VCE VET,Lowest,Lowest,Australia,No,Employed,Employed
26885,North-Western Victoria,Non-Metropolitan,Government,Mildura,M,VCAL Only,Unknown,Unknown,Australia,No,Employed,Employed
26886,North-Western Victoria,Non-Metropolitan,Government,Mildura,F,VCE VET,Lowest,Lowest,Australia,No,Employed,Employed
26887,North-Western Victoria,Non-Metropolitan,Government,Mildura,F,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26888,North-Western Victoria,Non-Metropolitan,Government,Mildura,M,VCE VET,Lowest,Lowest,Australia,No,Employed,Employed
26889,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26890,South-Western Victoria,Metropolitan,Catholic,Melton,F,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26891,North-Western Victoria,Metropolitan,Catholic,Hume,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26892,North-Eastern Victoria,Metropolitan,Government,Boroondara,M,VCE VET,High,Highest,Australia,No,Employed,Employed
26893,North-Western Victoria,Non-Metropolitan,Independent,Central Goldfields,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26894,North-Western Victoria,Non-Metropolitan,Independent,Central Goldfields,M,VCE VET,Lowest,Lowest,Australia,No,Employed,Employed
26895,South-Eastern Victoria,Non-Metropolitan,Catholic,East Gippsland,F,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26896,North-Western Victoria,Non-Metropolitan,Government,Campaspe,M,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26897,South-Eastern Victoria,Metropolitan,Government,Bayside,F,VCE VET,High,Highest,Australia,No,Employed,Employed
26898,South-Western Victoria,Non-Metropolitan,Government,Greater Geelong,F,VCE VET,Medium,Upper-middle,Australia,No,Employed,Employed
26899,South-Eastern Victoria,Non-Metropolitan,Government,Latrobe,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26900,North-Western Victoria,Non-Metropolitan,Government,Campaspe,F,VCE VET,Medium,Upper-middle,Australia,No,Employed,Employed
26901,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26902,South-Western Victoria,Metropolitan,Government,Hobsons Bay,F,VCAL Only,High,Highest,Australia,No,Employed,Employed
26903,North-Western Victoria,Metropolitan,Government,Banyule,F,VCE non-VET,High,Highest,Australia,No,Employed,Employed
26904,South-Eastern Victoria,Non-Metropolitan,Government,Baw Baw,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26905,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE VET,High,Highest,Australia,No,Employed,Employed
26906,South-Eastern Victoria,Metropolitan,Catholic,Cardinia,F,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26907,North-Eastern Victoria,Metropolitan,Independent,Maroondah,M,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26908,North-Eastern Victoria,Metropolitan,Independent,Maroondah,F,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26909,North-Western Victoria,Metropolitan,Government,Hume,F,VCE non-VET,Lowest,Lowest,Australia,Yes,Employed,Employed
26910,South-Eastern Victoria,Metropolitan,Government,Cardinia,F,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26911,South-Eastern Victoria,Metropolitan,Government,Mornington Peninsula,F,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26912,South-Eastern Victoria,Metropolitan,Government,Mornington Peninsula,F,VCE non-VET,High,Highest,Australia,No,Employed,Employed
26913,South-Western Victoria,Non-Metropolitan,Government,Greater Geelong,F,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26914,South-Eastern Victoria,Metropolitan,Government,Casey,F,VCE VET,Medium,Upper-middle,Australia,Yes,Employed,Employed
26915,South-Western Victoria,Metropolitan,Government,Melton,F,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26916,South-Western Victoria,Non-Metropolitan,Government,Greater Geelong,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26917,North-Eastern Victoria,Metropolitan,Independent,Maroondah,M,VCE non-VET,High,Highest,Australia,Yes,Employed,Employed
26918,South-Western Victoria,Non-Metropolitan,Government,Yarriambiack,M,VCE VET,Lowest,Lowest,Australia,No,Employed,Employed
26919,North-Western Victoria,Non-Metropolitan,Government,Loddon,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26920,South-Eastern Victoria,Metropolitan,Government,Mornington Peninsula,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26921,South-Eastern Victoria,Metropolitan,Government,Mornington Peninsula,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26922,South-Eastern Victoria,Non-Metropolitan,Government,East Gippsland,F,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26923,South-Eastern Victoria,Non-Metropolitan,Government,East Gippsland,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26924,South-Eastern Victoria,Non-Metropolitan,Government,East Gippsland,F,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26925,North-Western Victoria,Non-Metropolitan,Government,Swan Hill,F,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26926,North-Western Victoria,Metropolitan,Government,Whittlesea,F,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26927,North-Eastern Victoria,Non-Metropolitan,Catholic,Alpine,M,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26928,North-Eastern Victoria,Non-Metropolitan,Catholic,Alpine,M,VCE VET,Lowest,Lowest,Australia,No,Employed,Employed
26929,North-Western Victoria,Metropolitan,Government,Whittlesea,M,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26930,North-Eastern Victoria,Metropolitan,Adult,Whitehorse,F,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26931,North-Western Victoria,Metropolitan,Government,Whittlesea,M,VCAL Only,High,Highest,Australia,No,Employed,Employed
26932,North-Western Victoria,Metropolitan,Government,Whittlesea,F,VCE VET,High,Highest,Australia,No,Employed,Employed
26933,North-Western Victoria,Metropolitan,Government,Whittlesea,M,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26934,South-Western Victoria,Non-Metropolitan,Catholic,Horsham,M,VCAL Only,High,Highest,Australia,No,Employed,Employed
26935,South-Western Victoria,Metropolitan,Government,Hobsons Bay,M,VCAL Only,High,Highest,Australia,No,Employed,Employed
26936,North-Eastern Victoria,Metropolitan,Catholic,Monash,F,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26937,South-Western Victoria,Metropolitan,Government,Melton,F,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26938,North-Western Victoria,Metropolitan,Government,Darebin,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26939,North-Western Victoria,Metropolitan,Government,Hume,F,VCE non-VET,Lowest,Lowest,Australia,Yes,Employed,Employed
26940,North-Western Victoria,Metropolitan,Government,Hume,M,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26941,South-Eastern Victoria,Metropolitan,Government,Cardinia,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26942,North-Western Victoria,Metropolitan,Government,Hume,M,VCE VET,Medium,Upper-middle,Australia,Yes,Employed,Employed
26943,South-Western Victoria,Metropolitan,Government,Melton,M,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26944,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,High,Highest,Australia,No,Employed,Employed
26945,North-Western Victoria,Metropolitan,Government,Hume,F,VCAL Only,Lowest,Lowest,Australia,Yes,Employed,Employed
26946,South-Western Victoria,Metropolitan,Catholic,Hobsons Bay,M,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26947,South-Western Victoria,Metropolitan,Government,Melton,F,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26948,South-Western Victoria,Non-Metropolitan,Government,Pyrenees,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26949,South-Western Victoria,Metropolitan,Government,Melton,F,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26950,South-Western Victoria,Non-Metropolitan,Government,Pyrenees,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26951,North-Western Victoria,Metropolitan,Government,Whittlesea,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26952,North-Western Victoria,Non-Metropolitan,Government,Gannawarra,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26953,North-Western Victoria,Non-Metropolitan,Government,Gannawarra,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26954,South-Western Victoria,Metropolitan,Government,Melton,F,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26955,South-Western Victoria,Metropolitan,Government,Melton,M,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26956,South-Western Victoria,Metropolitan,Government,Melton,F,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26957,South-Eastern Victoria,Non-Metropolitan,Government,East Gippsland,M,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26958,South-Eastern Victoria,Non-Metropolitan,Government,East Gippsland,M,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26959,North-Eastern Victoria,Non-Metropolitan,Government,Greater Shepparton,M,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26960,South-Eastern Victoria,Non-Metropolitan,Government,East Gippsland,F,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26961,North-Western Victoria,Non-Metropolitan,Catholic,Campaspe,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26962,North-Western Victoria,Metropolitan,Government,Whittlesea,M,VCE VET,Medium,Upper-middle,Australia,No,Employed,Employed
26963,North-Western Victoria,Non-Metropolitan,Catholic,Campaspe,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26964,North-Western Victoria,Non-Metropolitan,Catholic,Campaspe,M,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26965,North-Western Victoria,Non-Metropolitan,Government,Greater Bendigo,M,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26966,North-Western Victoria,Metropolitan,Government,Whittlesea,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26967,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26968,South-Eastern Victoria,Non-Metropolitan,Government,East Gippsland,M,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26969,North-Western Victoria,Metropolitan,Government,Whittlesea,F,VCE VET,Medium,Upper-middle,Australia,No,Employed,Employed
26970,South-Eastern Victoria,Non-Metropolitan,Government,East Gippsland,M,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26971,South-Eastern Victoria,Non-Metropolitan,Government,East Gippsland,F,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26972,South-Eastern Victoria,Non-Metropolitan,Government,East Gippsland,F,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
26973,North-Eastern Victoria,Metropolitan,Government,Cardinia,F,VCAL Only,High,Highest,Australia,No,Employed,Employed
26974,South-Western Victoria,Non-Metropolitan,Government,Ballarat,F,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26975,South-Eastern Victoria,Metropolitan,Catholic,Kingston,M,VCAL Only,High,Highest,Australia,No,Employed,Employed
