STUDENT_ID,DET_Region,METRO/NON-METRO,EDUCATION SECTOR,LOCAL GOVERNMENT AREA,SEX,STUDY STRAND,SES_QUARTILE,SES quartile (student residence),Country_of_birth,LOTE SPOKEN AT HOME,DESTINATION,DESTINATION (including deferrals)
16114,South-Western Victoria,Non-Metropolitan,Government,Horsham,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16115,South-Western Victoria,Metropolitan,Independent,Wyndham,M,VCE non-VET,Lowest,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
16116,North-Eastern Victoria,Non-Metropolitan,Catholic,Wangaratta,M,VCE VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16117,South-Western Victoria,Metropolitan,Independent,Wyndham,M,VCE non-VET,Lowest,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
16118,South-Western Victoria,Metropolitan,Independent,Wyndham,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16119,South-Eastern Victoria,Metropolitan,Independent,Glen Eira,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16120,North-Eastern Victoria,Non-Metropolitan,Catholic,Benalla,F,VCE VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16121,North-Eastern Victoria,Non-Metropolitan,Catholic,Benalla,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16122,South-Western Victoria,Metropolitan,Government,Hobsons Bay,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16123,South-Eastern Victoria,Metropolitan,Government,Kingston,F,VCE VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16124,South-Eastern Victoria,Metropolitan,Government,Kingston,M,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16125,South-Eastern Victoria,Non-Metropolitan,Government,Baw Baw,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16126,South-Eastern Victoria,Non-Metropolitan,Government,Baw Baw,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16127,South-Eastern Victoria,Non-Metropolitan,Government,Baw Baw,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16128,South-Eastern Victoria,Non-Metropolitan,Government,Baw Baw,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16129,South-Eastern Victoria,Non-Metropolitan,Government,Baw Baw,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16130,South-Eastern Victoria,Non-Metropolitan,Government,Baw Baw,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16131,South-Eastern Victoria,Non-Metropolitan,Government,Baw Baw,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16132,South-Eastern Victoria,Non-Metropolitan,Government,Baw Baw,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16133,South-Western Victoria,Non-Metropolitan,Catholic,Ballarat,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16134,South-Eastern Victoria,Metropolitan,Catholic,Stonnington,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16135,South-Eastern Victoria,Metropolitan,Catholic,Stonnington,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16136,South-Eastern Victoria,Metropolitan,Independent,Greater Dandenong,M,VCE non-VET,High,Highest,Australia,Yes,Bachelor degree,Bachelor degree
16137,South-Eastern Victoria,Metropolitan,Independent,Greater Dandenong,M,VCE non-VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
16138,South-Eastern Victoria,Metropolitan,Independent,Greater Dandenong,M,VCE non-VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
16139,South-Eastern Victoria,Metropolitan,Independent,Greater Dandenong,M,VCE non-VET,Low - Medium,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
16140,South-Eastern Victoria,Metropolitan,Independent,Greater Dandenong,F,VCE non-VET,Lowest,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
16141,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,F,VCE non-VET,Low - Medium,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
16142,South-Eastern Victoria,Metropolitan,Independent,Greater Dandenong,F,VCE non-VET,Lowest,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
16143,South-Eastern Victoria,Metropolitan,Independent,Greater Dandenong,F,VCE non-VET,Lowest,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
16144,South-Eastern Victoria,Metropolitan,Catholic,Casey,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16145,North-Western Victoria,Metropolitan,Government,Darebin,M,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16146,North-Western Victoria,Metropolitan,Government,Hume,M,VCE VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16147,North-Eastern Victoria,Metropolitan,Government,Boroondara,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16148,South-Western Victoria,Metropolitan,Government,Brimbank,F,VCE VET,Low - Medium,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
16149,North-Eastern Victoria,Metropolitan,Government,Knox,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16150,North-Eastern Victoria,Metropolitan,Government,Knox,M,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16151,North-Western Victoria,Metropolitan,Catholic,Yarra,M,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16152,South-Eastern Victoria,Non-Metropolitan,Government,Baw Baw,M,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16153,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16154,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16155,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
16156,South-Eastern Victoria,Metropolitan,Government,Casey,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16157,South-Eastern Victoria,Metropolitan,Government,Casey,F,VCE VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
16158,South-Eastern Victoria,Metropolitan,Government,Casey,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16159,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE non-VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
16160,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16161,South-Eastern Victoria,Metropolitan,Government,Casey,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16162,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16163,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16164,South-Eastern Victoria,Metropolitan,Government,Casey,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16165,South-Eastern Victoria,Metropolitan,Government,Casey,F,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16166,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16167,South-Eastern Victoria,Metropolitan,Government,Casey,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16168,South-Eastern Victoria,Metropolitan,Government,Casey,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16169,South-Eastern Victoria,Metropolitan,Government,Casey,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16170,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE non-VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
16171,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16172,South-Eastern Victoria,Metropolitan,Government,Casey,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16173,North-Western Victoria,Non-Metropolitan,Government,Mildura,F,VCE VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
16174,North-Eastern Victoria,Metropolitan,Government,Monash,F,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16175,North-Eastern Victoria,Metropolitan,Catholic,Monash,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16176,North-Eastern Victoria,Metropolitan,Catholic,Monash,F,VCE non-VET,Low - Medium,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
16177,North-Eastern Victoria,Non-Metropolitan,Catholic,Wangaratta,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16178,North-Eastern Victoria,Metropolitan,Catholic,Monash,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16179,North-Eastern Victoria,Metropolitan,Catholic,Monash,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16180,North-Eastern Victoria,Metropolitan,Catholic,Monash,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16181,South-Eastern Victoria,Metropolitan,Catholic,Casey,F,VCE non-VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
16182,South-Western Victoria,Metropolitan,Government,Brimbank,F,VCE non-VET,Low - Medium,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
16183,North-Eastern Victoria,Metropolitan,Government,Yarra Ranges,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16184,North-Eastern Victoria,Metropolitan,Government,Whitehorse,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16185,South-Eastern Victoria,Metropolitan,Catholic,Casey,M,VCE non-VET,Lowest,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
16186,South-Eastern Victoria,Metropolitan,Catholic,Port Phillip,M,VCE non-VET,Lowest,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
16187,South-Eastern Victoria,Metropolitan,Catholic,Casey,F,VCE non-VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
16188,South-Eastern Victoria,Metropolitan,Catholic,Casey,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16189,South-Eastern Victoria,Metropolitan,Catholic,Casey,M,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16190,North-Eastern Victoria,Metropolitan,Government,Yarra Ranges,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16191,North-Eastern Victoria,Metropolitan,Government,Yarra Ranges,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16192,South-Eastern Victoria,Metropolitan,Catholic,Stonnington,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16193,South-Eastern Victoria,Metropolitan,Catholic,Stonnington,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16194,South-Western Victoria,Non-Metropolitan,Catholic,Corangamite,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16195,South-Western Victoria,Non-Metropolitan,Government,Greater Geelong,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16196,South-Western Victoria,Non-Metropolitan,Catholic,Corangamite,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16197,South-Western Victoria,Non-Metropolitan,Catholic,Corangamite,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16198,South-Western Victoria,Non-Metropolitan,Catholic,Corangamite,M,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16199,South-Western Victoria,Non-Metropolitan,Catholic,Corangamite,M,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16200,South-Western Victoria,Non-Metropolitan,Catholic,Corangamite,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16201,North-Western Victoria,Non-Metropolitan,Government,Loddon,F,VCE VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16202,North-Western Victoria,Non-Metropolitan,Government,Loddon,F,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16203,North-Western Victoria,Non-Metropolitan,Government,Loddon,F,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16204,South-Western Victoria,Metropolitan,Government,Hobsons Bay,M,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16205,South-Western Victoria,Metropolitan,Government,Hobsons Bay,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16206,South-Western Victoria,Metropolitan,Government,Hobsons Bay,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16207,South-Western Victoria,Metropolitan,Government,Hobsons Bay,F,VCE non-VET,Low - Medium,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
16208,South-Western Victoria,Metropolitan,Government,Hobsons Bay,M,VCE non-VET,High,Highest,Australia,Yes,Bachelor degree,Bachelor degree
16209,South-Western Victoria,Metropolitan,Government,Hobsons Bay,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16210,South-Western Victoria,Metropolitan,Government,Hobsons Bay,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16211,South-Western Victoria,Metropolitan,Government,Hobsons Bay,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16212,South-Western Victoria,Metropolitan,Government,Hobsons Bay,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16213,South-Western Victoria,Metropolitan,Government,Hobsons Bay,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16214,South-Western Victoria,Metropolitan,Government,Hobsons Bay,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16215,South-Western Victoria,Metropolitan,Government,Hobsons Bay,F,VCE non-VET,High,Highest,Australia,Yes,Bachelor degree,Bachelor degree
16216,South-Western Victoria,Metropolitan,Government,Hobsons Bay,F,VCE non-VET,High,Highest,Australia,Yes,Bachelor degree,Bachelor degree
16217,South-Western Victoria,Metropolitan,Government,Hobsons Bay,M,VCE non-VET,Lowest,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
16218,South-Western Victoria,Metropolitan,Government,Hobsons Bay,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16219,South-Western Victoria,Metropolitan,Government,Hobsons Bay,F,VCE VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16220,South-Western Victoria,Metropolitan,Government,Hobsons Bay,M,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16221,South-Western Victoria,Metropolitan,Government,Hobsons Bay,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16222,South-Western Victoria,Metropolitan,Government,Hobsons Bay,F,VCE non-VET,High,Highest,Australia,Yes,Bachelor degree,Bachelor degree
16223,South-Western Victoria,Metropolitan,Government,Hobsons Bay,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16224,North-Eastern Victoria,Non-Metropolitan,Catholic,Benalla,F,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16225,North-Western Victoria,Metropolitan,Government,Yarra,F,VCE VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16226,South-Eastern Victoria,Metropolitan,Independent,Frankston,M,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16227,South-Eastern Victoria,Metropolitan,Independent,Frankston,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16228,South-Eastern Victoria,Metropolitan,Catholic,Mornington Peninsula,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16229,South-Eastern Victoria,Metropolitan,Catholic,Mornington Peninsula,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16230,South-Eastern Victoria,Metropolitan,Catholic,Mornington Peninsula,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16231,South-Western Victoria,Metropolitan,Adult,Maribyrnong,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16232,South-Eastern Victoria,Metropolitan,Catholic,Mornington Peninsula,F,VCE VET,Low - Medium,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
16233,South-Eastern Victoria,Metropolitan,Catholic,Mornington Peninsula,F,VCE VET,Low - Medium,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
16234,South-Western Victoria,Metropolitan,Government,Moonee Valley,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16235,South-Western Victoria,Metropolitan,Government,Moonee Valley,M,VCE VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
16236,South-Eastern Victoria,Metropolitan,Catholic,Mornington Peninsula,F,VCE VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16237,South-Eastern Victoria,Metropolitan,Catholic,Mornington Peninsula,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16238,South-Western Victoria,Non-Metropolitan,Catholic,Corangamite,M,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16239,South-Eastern Victoria,Metropolitan,Government,Mornington Peninsula,F,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
16240,South-Eastern Victoria,Metropolitan,Catholic,Mornington Peninsula,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16241,South-Eastern Victoria,Metropolitan,Independent,Mornington Peninsula,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16242,South-Eastern Victoria,Metropolitan,Catholic,Mornington Peninsula,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16243,South-Eastern Victoria,Metropolitan,Catholic,Mornington Peninsula,M,VCE VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
16244,North-Western Victoria,Metropolitan,Government,Banyule,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16245,North-Western Victoria,Metropolitan,Government,Banyule,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
16246,North-Western Victoria,Metropolitan,Government,Banyule,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16247,North-Western Victoria,Metropolitan,Government,Banyule,F,VCE non-VET,Lowest,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
16248,North-Western Victoria,Metropolitan,Government,Banyule,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
16249,South-Western Victoria,Metropolitan,Government,Moonee Valley,M,VCE non-VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
